id,organization,organization_link,country_code,country_name,postal_code,city,company_size_category,employees,economic_sector_EN,economic_sector_DE,number_of_balances_org_table,balance_scores
36869,SERI Nachhaltigkeitsforschungs und –kommunikations GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=hyk33,DE,Germany,90459,Nürnberg,Small (≤50),11-25,Consulting,Beratung / Consulting,1,{'31-12-2013': 609}
44711,Service für Haus & Garten Markus Brandl,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=uhmh6,AT,Austria,8010,Graz,Micro (≤10),1-2,Craft,Handwerk,1,{'30-04-2015': 501}
14870,SES Stadtentwässerung Stuttgart,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=u9jme,DE,Germany,70178,Stuttgart,Large (>250),>250,Public Administration,Öffentliche Verwaltung,2,"{'30-04-2020': 430, '31-08-2024': 504}"
32906,SFP Architekten GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=lk7oh,DE,Germany,70199,Stuttgart,Small (≤50),11-25,Construction / Architecture,Baugewerbe / Architektur,1,{'31-03-2023': 284}
41402,siebold/hamburg messebau gmbh,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ktxa0,DE,Germany,22525,Hamburg,Small (≤50),26-50,Services,Dienstleistung,1,{'31-10-2023': 367}
25016,Silbernagl Markus GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=mvag5,IT,Italy,39040,Seis,Small (≤50),11-25,Transport / Logistics,Verkehr / Transport / Logistik,1,{'21-12-2022': 314}
127444,silberzebra gmbh,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=v9p4d,DE,Germany,79106,Freiburg im Breisgau,Micro (≤10),3-10,EDP / IT,EDV / IT,1,{'09-08-2025': 253}
24903,SiMobil GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=3ssar,IT,Italy,39040,Seis-Kastelruth,Mid (≤250),51-100,Transport / Logistics,Verkehr / Transport / Logistik,1,{'21-12-2022': 344}
19542,Simon Brechel Nachhaltigkeitsmanagement,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=n1nkd,DE,Germany,64289,Darmstadt,Micro (≤10),1-2,Consulting,Beratung / Consulting,2,{'31-10-2023': 258}
90090,Simon Veith | Nachhaltige Fotografie,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=s2gd5,DE,Germany,50677,Köln,Micro (≤10),1-2,Media,Medien,1,{'31-03-2025': 482}
29802,sinnovation – nachhaltig entwickeln,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=qod6q,DE,Germany,51069,Köln,Micro (≤10),1-2,Consulting,Beratung / Consulting,3,"{'31-01-2021': 415, '30-04-2023': 518, '31-08-2025': 585}"
36997,sinnwerkstatt Medienagentur GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=yaxml,DE,Germany,10999,Berlin,Micro (≤10),3-10,Media,Medien,1,{'30-11-2016': 591}
118507,SK SESSELKAMPAGNE GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=njysx,DE,Germany,50678,Köln,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'31-03-2025': 355}
37715,Smaranda Beate Keller Smart Work Design,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=gja2e,DE,Germany,81669,München,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'25-04-2016': 454}
25344,smile! Solutions GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=fpxz,DE,Germany,10585,Berlin,Micro (≤10),3-10,Services,Dienstleistung,1,{'28-02-2022': 377}
14731,Snehotta Pflegeteam,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=lnp1n,DE,Germany,86381,Krumbach,Micro (≤10),3-10,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'31-07-2022': 250}
127018,Snehotta Pflegeteam,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ztylf,DE,Germany,86381,Krumbach,Mid (≤250),101-250,Services,Dienstleistung,1,{'30-11-2025': 294}
72960,Società Mutua Piemonte ETS,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ilpgb,IT,Italy,11064,Pinerolo (TO),Micro (≤10),3-10,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'29-07-2023': 538}
126590,Società Mutua Piemonte ETS,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=4oki1,IT,Italy,10064,Pinerolo (TO),Micro (≤10),3-10,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'01-06-2025': 569}
14965,SODI – Solidaritätsdienst International e. V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=iih1w,DE,Germany,10317,Berlin,Micro (≤10),3-10,Other,Sonstige,1,{'28-02-2022': 531}
143248,SOLAR 4 YOU Consulting Ges.m.b.H.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=exffa,AT,Austria,2340,Mödling,Micro (≤10),3-10,Construction / Architecture,Baugewerbe / Architektur,1,{'31-10-2025': 481}
124375,SOLVIS GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=rbzx3,DE,Germany,38112,Braunschweig,Mid (≤250),101-250,Industry,Industrie,1,{'31-08-2025': 224}
101562,Sommerland YogaKultur Erbach,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=tyen5,DE,Germany,89155,Erbach,Micro (≤10),1-2,Sports / Fitness / Beauty,Sport / Fitness / Beauty,1,{'31-07-2025': 255}
14734,Sonnendruck GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=2xxc3,DE,Germany,69168,Wiesloch,Small (≤50),11-25,Printing / Paper / Packaging,Druck / Papier / Verpackung,3,"{'28-06-2015': 337, '31-10-2016': 359, '31-10-2021': 495}"
14708,Sonnentor Kräuterhandelsgesellschaft mbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=yaa0p,AT,Austria,3910,Sprögnitz,Large (>250),>250,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,8,"{'31-10-2013': 630, '30-06-2014': 593, '30-06-2015': 595, '31-07-2017': 635, '31-07-2019': 671, '31-07-2021': 725, '31-07-2023': 743, '31-07-2025': 746}"
14871,Sotronik GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=o9p6z,CH,Switzerland,8406,Winterthur,Micro (≤10),3-10,Electrical / Electronics,Elektro / Elektronik,1,{'30-04-2020': 531}
14927,soulproducts GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=fcidi,DE,Germany,12099,Berlin,Small (≤50),26-50,Other,Sonstige,1,{'28-02-2022': 872}
36756,SOUND STRATEGY e.U.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ee7cd,AT,Austria,1190,Wien,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-06-2014': 489}
45839,Soziale Initiative gem. GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=o39s3,AT,Austria,4400,Linz,Large (>250),>250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'30-06-2024': 603}
14686,SozKom,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=e35vh,AT,Austria,8564,Krottendorf-Gaisfeld,Small (≤50),26-50,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,3,"{'30-11-2020': 441, '31-12-2022': 443, '30-11-2024': 549}"
14687,Sparda-Bank München eG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=zgoot,DE,Germany,80335,München,Large (>250),>250,Finance,Finanzen,5,"{'30-12-2013': 332, '30-11-2015': 385, '30-11-2017': 559, '30-04-2021': 602, '30-06-2024': 560}"
21623,Sparkasse Berchtesgadener Land,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=unnhf,DE,Germany,83435,Bad Reichenhall,Large (>250),>250,Banking,Banken,2,"{'31-01-2023': 432, '28-02-2025': 517}"
44951,SPES GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=2nu9v,AT,Austria,4553,Schlierbach,Small (≤50),26-50,Seminar / Fair Provider,Seminar- / Messeanbieter,1,{'30-04-2017': 774}
14688,Spider Netzwerk und Software GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=lq62s,DE,Germany,73614,Schorndorf,Micro (≤10),3-10,EDP / IT,EDV / IT,1,{'31-01-2021': 300}
37060,SpielScheune der Geschichten,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=wk0ap,DE,Germany,21035,Hamburg,Micro (≤10),3-10,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,2,"{'28-02-2016': 391, '31-07-2018': 446}"
47819,Spielzeugmuseum,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=s59gf,DE,Germany,90403,Nürnberg,Micro (≤10),3-10,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1,{'31-10-2023': 331}
101570,SPINDLER Dachdeckerei-Spenglerei GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=k1b0b,DE,Germany,85049,Ingolstadt,Small (≤50),11-25,Craft,Handwerk,1,{'31-07-2025': 229}
14997,Spitalstiftung Konstanz,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=lzdlc,DE,Germany,78464,Konstanz,Mid (≤250),101-250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'31-05-2022': 376}
53621,Sport Wolf,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=b3orj,AT,Austria,6020,Innsbruck,Micro (≤10),1-2,Trade / Consumption,Handel / Konsum,1,{'31-03-2024': 274}
81881,Sportvereinigung Feuerbach 1883 e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=pwkmb,DE,Germany,70469,Stuttgart,Small (≤50),26-50,Sports / Fitness / Beauty,Sport / Fitness / Beauty,1,{'30-09-2024': 238}
14913,SpreeTrain  Consulting,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=mil9v,DE,Germany,12167,Berlin,Micro (≤10),3-10,Consulting,Beratung / Consulting,1,{'31-10-2020': 248}
44953,Sroka Stahl- und Anlagenbau U.G. & Co. KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=etbmw,DE,Germany,14797,Kloster Lehnin,Micro (≤10),3-10,Industry,Industrie,1,{'30-06-2015': 408}
14872,St Elisabeth-Verein e.V. Marburg Berufliche Bildung (StEEB),https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=vmel6,DE,Germany,35091,Cölbe,Micro (≤10),3-10,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'30-10-2020': 208}
37182,St. Gereon Seniorendienste gemeinnützige GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=idm2y,DE,Germany,41836,Hückelhoven,Small (≤50),11-25,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'30-04-2015': 646}
14794,St. Virgil Salzburg,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=wxfcl,AT,Austria,5026,Salzburg,Small (≤50),26-50,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,2,"{'06-09-2018': 505, '30-04-2022': 411}"
34879,St.Rochus-Apotheke,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=pg8zo,DE,Germany,32839,Steinheim,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,3,"{'31-12-2018': 439, '31-10-2021': 455, '31-01-2024': 464}"
145504,St.Rochus-Apotheke,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=hirw5,DE,Germany,32839,Steinheim,Small (≤50),11-25,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,
139376,"Stadtentwässerungsbetriebe Köln, AöR",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=4eydu,DE,Germany,51109,Köln,Large (>250),501-1000,Other,Sonstige,1,{'31-12-2025': 522}
131820,Städtische Forggensee-Schifffahrt Füssen Eigenbetrieb der Stadt Füssen,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=s6nmb,DE,Germany,87629,Füssen,Small (≤50),11-25,Transport / Logistics,Verkehr / Transport / Logistik,1,{'31-07-2025': 215}
14709,Stadtmobil Rhein-Neckar AG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=eeevc,DE,Germany,68161,Mannheim,Small (≤50),26-50,Transport / Logistics,Verkehr / Transport / Logistik,2,"{'30-06-2021': 503, '30-09-2025': 605}"
95454,Stadtmobil Südbaden AG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ay46z,DE,Germany,79098,Freiburg i.Br.,Small (≤50),11-25,Transport / Logistics,Verkehr / Transport / Logistik,1,{'28-02-2025': 419}
77444,Stadtreinigung Hamburg,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=e00jo,DE,Germany,20537,Hamburg,Large (>250),>250,Other,Sonstige,1,{'30-11-2024': 529}
34944,Stadtteilzentrum Steglitz e.V,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=zs0yt,DE,Germany,12161,Berlin,Mid (≤250),101-250,Other,Sonstige,1,{'30-09-2023': 310}
15717,Stadtverwaltung Steinheim,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=6h74a,DE,Germany,32839,Steinheim,Mid (≤250),51-100,Public Administration,Öffentliche Verwaltung,1,{'31-08-2022': 423}
15525,"Stadtwerke Kufstein GmbH, Wasserabteilunge",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=y9g80,AT,Austria,6330,Kufstein,Micro (≤10),3-10,Public Administration,Öffentliche Verwaltung,1,{'31-05-2022': 380}
14980,Stadtwerke Marburg GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=xg56o,DE,Germany,35039,Marburg,Large (>250),>250,Energy,Energiewirtschaft,1,{'31-08-2022': 380}
112046,Stadtwerke Menden GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=uleaj,DE,Germany,58708,Menden,Mid (≤250),101-250,Energy,Energiewirtschaft,1,{'25-09-2025': 343}
77849,Stadtwerke München GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=fl3z1,DE,Germany,80992,München,Small (≤50),26-50,Energy,Energiewirtschaft,1,{'30-09-2024': 430}
14701,"Stadtwerke München GmbH, Geschäftsbereich Bäder",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=lnr1a,DE,Germany,80992,München,Mid (≤250),101-250,Sports / Fitness / Beauty,Sport / Fitness / Beauty,3,"{'30-09-2021': 391, '31-03-2024': 426, '31-12-2025': 451}"
126525,Stadtwerke Neumarkt i.d.OPf. Energie GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=oi4tm,DE,Germany,92318,Neumarkt i.d.OPf.,Mid (≤250),101-250,Energy,Energiewirtschaft,1,{'30-09-2025': 191}
126529,Stadtwerke Neumarkt i.d.OPf. Freizeit & Leben KU,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=v49q5,DE,Germany,92318,Neumarkt i.d.OPf.,Small (≤50),26-50,Public Administration,Öffentliche Verwaltung,1,{'30-09-2025': 269}
157024,Stanova Stanztechnik GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=bz15z,DE,Germany,10717,Berlin,Micro (≤10),3-10,Machinery & Plant Engineering,Maschinen- & Anlagenbau,1,
164465,stattbau münchen GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7gtzl,DE,Germany,80798,München,Micro (≤10),3-10,Services,Dienstleistung,1,
36872,STEAUF Stefanie Aufleger,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=vxqk1,DE,Germany,78462,Konstanz,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-05-2017': 682}
40573,STEAUF-Werkstatt,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=hr53y,DE,Germany,78462,Konstanz,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'29-02-2024': 411}
23250,Stefan Wladarsch,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=q05rz,DE,Germany,95447,Bayreuth,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,
14971,Steinbeis-Transferzentrum ZEN,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=mmhlt,DE,Germany,79106,Freiburg i.Br.,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'25-02-2022': 386}
14873,Steinbildhauerei Vincent,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=705fr,DE,Germany,58300,Wetter (Ruhr),Micro (≤10),1-2,Craft,Handwerk,1,{'30-10-2020': 473}
25029,Steiner Touring GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=wh70l,IT,Italy,39030,Prags,Large (>250),>250,Transport / Logistics,Verkehr / Transport / Logistik,1,{'21-12-2022': 256}
30147,Steinmetz Braun GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=qr3d7,DE,Germany,84051,Essenbach-Altheim,Micro (≤10),3-10,Craft,Handwerk,1,{'31-07-2023': 297}
106552,step GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=o0dwm,DE,Germany,29468,Bergen an der Dumme,Micro (≤10),3-10,Consulting,Beratung / Consulting,1,{'31-07-2025': 413}
44957,Sterntalerhof – Verein für ganzheitliche Lebensbegleitung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=3stvr,AT,Austria,7410,Loipersdorf-Kitzladen,Small (≤50),11-25,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'08-04-2016': 669}
96973,Steuerberatungskanzlei Berkelmann,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=heuod,DE,Germany,49477,Ibbenbüren,Micro (≤10),3-10,Fiscal Advice / Auditing,Steuerberatung / Wirtschaftsprüfung,1,{'31-12-2024': 221}
15515,Steuerkanzlei Heinrich,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=2b9dz,DE,Germany,68219,Mannheim,Micro (≤10),3-10,Services,Dienstleistung,1,{'31-10-2022': 315}
96622,Steuerkanzlei Pfann,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=h136r,DE,Germany,86159,Augsburg,Micro (≤10),3-10,Fiscal Advice / Auditing,Steuerberatung / Wirtschaftsprüfung,1,{'31-01-2025': 189}
37370,Steuerkanzlei Uwe K.Eberhardt,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=qf2xd,DE,Germany,78467,Konstanz,Micro (≤10),3-10,Fiscal Advice / Auditing,Steuerberatung / Wirtschaftsprüfung,2,"{'31-05-2017': 420, '31-07-2023': 486}"
78247,stg – Die MitarbeiterBerater GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=rosc9,DE,Germany,91056,Erlangen,Micro (≤10),3-10,Services,Dienstleistung,1,{'31-10-2024': 278}
63662,Stiegl-Gut Wildshut GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=hbs1b,AT,Austria,5017,Salzburg,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-08-2024': 403}
14874,Stierlin Holz am Bau GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=94kvc,CH,Switzerland,8400,Winterthur,Micro (≤10),3-10,Craft,Handwerk,1,{'30-04-2020': 437}
129757,Stiftung Gemeinwohl-Ökonomie NRW,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7o0oc,DE,Germany,32756,Detmold,Micro (≤10),1-2,Other,Sonstige,1,
45950,Stiftung Praktischer Umweltschutz Schweiz – Pusch,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=x6h5v,CH,Switzerland,8032,Zürich,Small (≤50),26-50,Other,Sonstige,1,{'31-10-2023': 539}
106945,Stiftung Theologische Hochschule Reutlingen der Evangelisch-methodistischen Kirche,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=dhsar,DE,Germany,72762,Reutlingen,Small (≤50),11-25,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1,{'31-05-2025': 510}
35307,"Stimmumschwung, Hayo Keckeis, Wilhermsdorf",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=4091x,DE,Germany,91452,Wilhermsdorf,,,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,2,"{'30-06-2023': 259, '30-09-2025': 248}"
133268,STL srl sb,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=bx7sr,IT,Italy,36063,Marostica,Small (≤50),11-25,Trade / Consumption,Handel / Konsum,2,"{'12-05-2023': 318, '01-06-2025': 311}"
87391,Strobel AG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=uqp8l,DE,Germany,91154,Roth,Small (≤50),26-50,Printing / Paper / Packaging,Druck / Papier / Verpackung,1,{'25-08-2024': 369}
35308,Strom vom Dach,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ngzc0,AT,Austria,6343,Erl,,,Energy,Energiewirtschaft,1,{'31-05-2022': 398}
87416,Struck-Leuchten GmbH & Co. KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=stjuc,DE,Germany,32839,Steinheim,Mid (≤250),51-100,Marketing / Avertising / PR,Marketing / Werbung / PR,1,{'31-08-2024': 227}
129593,STUDIO | STADT | REGION – Förster Kurz Architekten & Stadtplaner Partnerschaft mbB,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=t4q45,DE,Germany,80637,München,Small (≤50),11-25,Construction / Architecture,Baugewerbe / Architektur,1,{'31-12-2025': 414}
67263,Stuttgarter Bäder,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=mw3e9,DE,Germany,70176,Stuttgart,Large (>250),>250,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1,{'30-04-2025': 417}
94655,subject:RESOUL AG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=9csjv,DE,Germany,10965,Berlin,Micro (≤10),3-10,Consulting,Beratung / Consulting,1,{'31-05-2025': 369}
44961,sun.e-solution GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=45t6v,AT,Austria,9991,Dölsach,Micro (≤10),3-10,Electrical / Electronics,Elektro / Elektronik,1,{'31-05-2018': 381}
152117,Superuse Studios NL BV,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=qj00y,NL,Netherlands,3063NS,Rotterdam,Micro (≤10),3-10,Construction / Architecture,Baugewerbe / Architektur,1,
14932,"Susanne Dahncke, Coaching für Querdenker",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7bffn,DE,Germany,21079,Hamburg,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-03-2022': 327}
17165,swapwork UG (haftungsbeschränkt),https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=5r0me,DE,Germany,10179,Berlin,Micro (≤10),1-2,Other,Sonstige,1,{'31-07-2022': 504}
14689,Synthro,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=qq4fu,DE,Germany,55122,Mainz,Micro (≤10),3-10,Consulting,Beratung / Consulting,1,{'31-08-2020': 285}
154460,Szene – Verein zur Förderung der Kultur,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=jtb5s,AT,Austria,5020,Salzburg,Small (≤50),11-25,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1,{'28-02-2026': 267}
25020,Taferner GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=6aj4e,IT,Italy,39031,Bruneck,Small (≤50),26-50,Transport / Logistics,Verkehr / Transport / Logistik,1,{'21-12-2022': 266}
38145,TAGWERK Großhandel für Naturkost GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=w1cid,DE,Germany,85748,Garching,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'30-12-2015': 626}
14707,Taifun-Tofu GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=qd812,DE,Germany,79108,Freiburg,Mid (≤250),101-250,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,2,"{'30-09-2018': 575, '31-08-2021': 608}"
44963,Talents4Good GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ahijg,DE,Germany,10117,Berlin,Micro (≤10),3-10,HR,Personalwesen / Personalbeschaffung,1,{'31-12-2017': 454}
14986,Tannerhof GmbH & Co.KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=3uv65,DE,Germany,83735,Bayrischzell,Small (≤50),26-50,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-12-2021': 571}
37564,Tanzschule Schwebach,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=8hedx,AT,Austria,1220,Wien,Micro (≤10),3-10,Services,Dienstleistung,2,{'30-06-2014': 451}
14875,Taoasis GmbH Natur Duft Manufaktur,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ldvb,DE,Germany,32758,Detmold,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,
68530,TAOASIS GmbH Natur Duft Manufaktur,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=rgioj,DE,Germany,32791,Lage,Small (≤50),26-50,Chemistry,Chemie,1,{'31-10-2024': 456}
129596,TARABAO Bio.Fair.Direkt GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=thafj,DE,Germany,81735,München,Small (≤50),11-25,Trade / Consumption,Handel / Konsum,1,{'31-12-2025': 345}
37001,taz Verlags u. Vertriebs GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=yehje,DE,Germany,10969,Berlin,Large (>250),>250,Media,Medien,1,{'31-03-2017': 395}
14853,Team Christian Felber,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=1djx4,AT,Austria,1072,Wien,Micro (≤10),3-10,Consulting,Beratung / Consulting,4,"{'30-12-2014': 662, '30-06-2017': 617, '30-04-2020': 647, '30-09-2022': 674}"
76898,Team23 GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=wwmc7,DE,Germany,86153,Augs,Mid (≤250),51-100,Internet / Multimedia,Internet / Multimedia,1,{'31-01-2025': 265}
30156,Techgenossen eG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=qdich,DE,Germany,81735,München,Micro (≤10),3-10,EDP / IT,EDV / IT,1,{'31-07-2023': 448}
39029,Technischen Hochschule Nürnberg Georg Simon Ohm,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=12o7v,DE,Germany,90489,Nürnberg,Large (>250),>250,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1,{'31-10-2023': 321}
78432,TECTUM GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=gptj8,AT,Austria,6845,Hohenems,Small (≤50),26-50,Construction / Architecture,Baugewerbe / Architektur,1,{'30-11-2024': 297}
