id,organization,organization_link,country_code,country_name,postal_code,city,company_size_category,employees,economic_sector_EN,economic_sector_DE,number_of_balances_org_table,balance_scores
82868,Gemeinschaft Sulzbrunn eG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=p6l50,DE,Germany,87477,Sulzbrunn,Micro (≤10),3-10,Other,Sonstige,1,{'31-07-2024': 445}
45011,Gemeinschaft zur Förderung und Vernetzung der freien Künste Bochums e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ru9mg,DE,Germany,44793,Bochum,Micro (≤10),1-2,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1,{'30-11-2023': 425}
62156,Gemeinschaftskrankenhaus Havelhöhe,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=5zvgw,DE,Germany,14089,Berlin,Large (>250),>250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'31-08-2024': 367}
17841,Gemeinwohl-Ökonomie Berlin-Brandenburg e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=703wd,DE,Germany,10999,Berlin,Micro (≤10),1-2,Associations / Societies,Vereine,1,{'31-08-2022': 422}
22119,Gemeinwohlagentur Rubatscher Dagmar,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=6shrd,AT,Austria,6176,Völs,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-10-2022': 680}
14930,"Gemüsekiste, Hartmann & Rönicke OHG",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=6hyf1,DE,Germany,30966,Hemmingen,Mid (≤250),51-100,Trade / Consumption,Handel / Konsum,1,
14654,Genusshandwerker,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=pmuc8,DE,Germany,40235,Düsseldorf,Micro (≤10),1-2,Craft,Handwerk,2,{'31-03-2018': 520}
23246,GeoTeam Gesellschaft für umweltgerechte Land- und Wasserwirtschaft mbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=cdha6,DE,Germany,95444,Bayreuth,Micro (≤10),3-10,Services,Dienstleistung,2,"{'30-06-2023': 386, '30-09-2025': 464}"
20569,Gerd Lauermann,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=1ny8d,DE,Germany,22765,Hamburg,Micro (≤10),1-2,Consulting,Beratung / Consulting,2,"{'30-09-2017': 396, '28-02-2023': 539}"
14946,Gerd Pöll,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=13lsi,DE,Germany,34128,Kassel,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-03-2022': 435}
14960,Gerlinde Lamberty,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=v43rv,DE,Germany,35083,Wetter-Oberrosphe,Small (≤50),11-25,Consulting,Beratung / Consulting,2,"{'31-01-2022': 334, '01-06-2024': 568}"
14836,germanBroker.net Aktiengesellschaft,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=u385a,DE,Germany,58097,Hagen,Small (≤50),26-50,Finance,Finanzen,2,
14837,Gertec GmbH Ingenieurgesellschaft,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=up671,DE,Germany,45327,Essen,Small (≤50),11-25,Services,Dienstleistung,2,{'30-09-2024': 375}
54126,Gertruden-Hof,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7dnmr,DE,Germany,56575,Weißenthurm,Small (≤50),11-25,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'29-02-2024': 569}
52993,Geschw. Steiner Felseralm GmbH & Co.KG.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=c348k,AT,Austria,5562,Obertauern,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'15-11-2023': 320}
14773,Gesellschaft für angewandte Kommunalforschung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=nae1v,DE,Germany,35037,Marburg,Small (≤50),11-25,Consulting,Beratung / Consulting,3,"{'30-04-2019': 427, '31-10-2021': 529, '31-08-2024': 569}"
125273,Gesellschaft für Wirtschaftsförderung und Stadtentwicklung Göttingen mbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=6r2ti,DE,Germany,37085,Göttingen,Mid (≤250),51-100,Public Administration,Öffentliche Verwaltung,1,{'28-02-2026': 391}
36874,GESVIT Karl Steinwender e.U.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=rr4in,AT,Austria,8322,Fladnitz im Raabtal,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-12-2015': 323}
14943,Giesinger Biermanufaktur und Spez. Braugesellschaft mbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=tpajv,DE,Germany,81539,München,Small (≤50),11-25,Craft,Handwerk,1,{'31-07-2022': 246}
14655,Gitta Walchner,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=r0bos,DE,Germany,79249,Merzhausen,Micro (≤10),1-2,Consulting,Beratung / Consulting,3,{'31-05-2021': 443}
145512,Gitta Walchner,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=rg9su,DE,Germany,79249,Merzhausen,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-11-2025': 610}
36724,global values,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=gk8r4,DE,Germany,85614,Kirchseeon,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-12-2014': 580}
51013,GM Software Systeme GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7kg1n,AT,Austria,5020,Salzburg,Micro (≤10),1-2,EDP / IT,EDV / IT,1,{'31-10-2023': 289}
24842,Goldeimer gGmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=bp6ng,DE,Germany,20357,Hamburg,Micro (≤10),3-10,Services,Dienstleistung,1,{'30-04-2023': 733}
40896,Goldmund Kommunikation,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=pa76i,DE,Germany,13503,Berlin,Micro (≤10),1-2,Media,Medien,1,{'31-08-2023': 440}
38102,GÖTTIN DES GLÜCKS eG.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=sub7m,AT,Austria,1020,Wien,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,3,"{'31-12-2014': 636, '31-12-2015': 641, '31-08-2017': 674}"
110900,Göttinger Sport- und Freizeit Verwaltungs GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=xzgvd,DE,Germany,37073,Göttingen,Mid (≤250),101-250,Services,Dienstleistung,1,{'28-02-2026': 335}
84129,Gottwald Finanznavigator,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=2yj61,DE,Germany,34233,Fuldatal,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-09-2024': 232}
38692,Graf GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=dcxtq,DE,Germany,79400,Kandern,Small (≤50),11-25,Craft,Handwerk,1,{'31-12-2015': 398}
24840,Graf Metternich-Quellen Karl Schöttker KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=o0dhk,DE,Germany,32839,Steinheim,Small (≤50),26-50,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,
124473,Gräflich Bernstorff´sche Betriebe,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=3ctt7,DE,Germany,29471,Gartow,Small (≤50),26-50,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'31-03-2025': 558}
143125,greencentive gUG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=8ku7u,DE,Germany,50827,Köln,Micro (≤10),1-2,Services,Dienstleistung,1,{'31-12-2025': 317}
19081,Greenpeace e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=vseoy,DE,Germany,20457,Hamburg,Large (>250),>250,Services,Dienstleistung,2,"{'30-11-2019': 653, '31-10-2022': 707}"
45871,Greenpeace Schweiz,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=q99vm,CH,Switzerland,8036,Zürich,Mid (≤250),51-100,Other,Sonstige,1,{'31-10-2023': 731}
133351,Greenplanner srl società benefit,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=dtp16,IT,Italy,20139,Milano,Micro (≤10),1-2,Media,Medien,1,
44759,GreenPrint Osttirol e. U.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=k0ih4,AT,Austria,9900,Lienz,Micro (≤10),3-10,Printing / Paper / Packaging,Druck / Papier / Verpackung,1,{'31-05-2018': 408}
157021,GREENs Unlimited GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ilzv,DE,Germany,10967,Berlin,Mid (≤250),51-100,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,
64887,GreenWebspace  Riedmatten It Solutions e.U.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=u8gqb,AT,Austria,1040,Wien,Micro (≤10),1-2,EDP / IT,EDV / IT,1,{'31-05-2024': 445}
78364,Gregor Meister,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=w3ez6,DE,Germany,04275,Leipzig,Micro (≤10),1-2,Services,Dienstleistung,1,{'31-08-2024': 422}
29813,Grenzstrom Vindved GmbH & CoKG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=lhoel,DE,Germany,25923,Ellhöft,Micro (≤10),3-10,Energy,Energiewirtschaft,1,{'31-08-2019': 564}
14750,grimm Vermögensberatung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7sa4y,DE,Germany,82538,Geretsried,Micro (≤10),1-2,Finance,Finanzen,1,{'31-07-2021': 570}
44761,GRONAU PHOTOGRAPHIE – Brigitte und Emanuel Gronau GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=jqi5x,DE,Germany,82362,Weilheim,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-12-2015': 424}
14838,Gruber+Haumer Landschaftsarchitektur.OG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=b9pku,AT,Austria,6706,Bürs,Micro (≤10),1-2,Construction / Architecture,Baugewerbe / Architektur,1,{'30-04-2020': 568}
19684,Grüne Erde GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=682d1,AT,Austria,4644,Scharnstein,Large (>250),>250,Trade / Consumption,Handel / Konsum,2,"{'31-01-2019': 749, '30-06-2022': 747}"
82926,Grünland der Bioladen,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=stt0,DE,Germany,29410,Salzwedel,Small (≤50),11-25,Trade / Consumption,Handel / Konsum,1,{'31-12-2024': 327}
92365,Grupo La Plana,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=dmwfm,ES,Spain,12549,Betxì,,,Other,Sonstige,2,{'31-12-2018': 536}
157458,GT Emission Solutions UG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=zz7jt,DE,Germany,47533,Kleve,Small (≤50),11-25,Services,Dienstleistung,1,
36903,Gugler GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=vpxli,AT,Austria,3390,Melk/Donau,Mid (≤250),51-100,Printing / Paper / Packaging,Druck / Papier / Verpackung,2,"{'31-12-2013': 549, '31-08-2024': 531}"
14933,Gunz Warenhandels GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7nfe8,AT,Austria,6841,Mäder,Mid (≤250),51-100,Trade / Consumption,Handel / Konsum,1,{'31-01-2022': 332}
14839,Gut Sonnenhausen GmbH & Co. KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=5fwea,DE,Germany,85625,Glonn,Small (≤50),26-50,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'30-03-2021': 605}
22388,Gute Frücht,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=61zev,AT,Austria,6161,Natters,Micro (≤10),1-2,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'31-10-2022': 848}
29154,Gute Leute Beratung Brigitte Jacobs-Hombeuel,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=vl55u,DE,Germany,53227,Bonn,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-03-2023': 342}
42107,GWÖ – Gemeinwohl-Ökonomie GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=6gn06,AT,Austria,1060,Wien,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,
45874,GWÖ Schweiz,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=sj5bg,CH,Switzerland,8400,Winterthur,Micro (≤10),1-2,Other,Sonstige,1,{'31-10-2023': 656}
14840,h+m Garten und Landschaft,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=klmp8,DE,Germany,83367,Petting,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'30-10-2020': 488}
14745,HABICHT+PARTNER,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=h94qz,DE,Germany,47800,Krefeld,Micro (≤10),1-2,Printing / Paper / Packaging,Druck / Papier / Verpackung,1,{'30-06-2021': 574}
36525,hamburger immobilienberater Regine Rega-Lindner und Stefan Wendt-Reese GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=z9hqb,DE,Germany,21147,Hamburg,Micro (≤10),3-10,Construction / Architecture,Baugewerbe / Architektur,1,{'31-01-2018': 464}
23161,Hans Meyer,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=dfrp9,DE,Germany,12103,Berlin,Micro (≤10),1-2,Real Estate / Facility Management,Immobilien / Facility Management,1,{'31-01-2023': 316}
14812,Hans Stockmar GmbH & Co.KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7urii,DE,Germany,24568,Kaltenkirchen,Small (≤50),26-50,Other,Sonstige,3,"{'30-04-2022': 554, '31-01-2024': 560, '28-02-2026': 597}"
87524,hansekonzept Dirk Rosenstock,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=tohh8,DE,Germany,22869,Schenefeld,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-11-2024': 342}
86947,Hara Do | Institut für Wachstum UG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=mr4u8,DE,Germany,51597,Morsbach,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-09-2024': 336}
14947,Harald Thurner,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=p2ced,AT,Austria,5730,Mittersill,Micro (≤10),1-2,Consulting,Beratung / Consulting,3,"{'30-06-2017': 438, '31-12-2021': 426, '28-02-2025': 251}"
118847,"Haus Dschulnigg, Annemarie Kerrer",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=2531p,AT,Austria,5741,Neukirchen,Micro (≤10),1-2,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'30-04-2025': 354}
77329,Haus Luise,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=hl6fl,DE,Germany,87672,Roßhaupten,Micro (≤10),1-2,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,2,"{'31-01-2022': 372, '31-07-2024': 496}"
22385,Haus of Commons,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=8flnj,AT,Austria,6020,Innsbruck,Micro (≤10),1-2,Real Estate / Facility Management,Immobilien / Facility Management,1,{'31-10-2022': 722}
139403,Haustechnik Hofer GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ircwf,DE,Germany,84104,Rudelzhausen,Small (≤50),11-25,Craft,Handwerk,1,
35298,"Hauswirtschaftliches Service-Team GmbH, Baiersdorf",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=knbvi,DE,Germany,91083,Baiersdorf,,,Services,Dienstleistung,1,{'30-06-2023': 333}
52862,Havelmi eG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=28itc,DE,Germany,14770,Brandenburg an der Havel,Micro (≤10),1-2,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'31-03-2024': 438}
35300,HBplus Dinkelscherben GmbH Steuerberatungsgesellschaft,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ejabu,DE,Germany,86424,Dinkelscherben,,,Fiscal Advice / Auditing,Steuerberatung / Wirtschaftsprüfung,1,{'31-07-2022': 142}
32995,Headgate,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=kow81,AT,Austria,6723,Blons,Micro (≤10),1-2,Consulting,Beratung / Consulting,3,"{'31-03-2019': 427, '31-05-2023': 503}"
41060,Heckel Engineering & Projektdienstleistungen neu,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=y0tnq,DE,Germany,93466,Chamerau,Small (≤50),11-25,Machinery & Plant Engineering,Maschinen- & Anlagenbau,1,{'30-06-2015': 498}
163584,Heiligenfeld GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=wjby9,DE,Germany,97688,Bad Kissingen,Large (>250),501-1000,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,
73618,HeimatERBE GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ycqcb,DE,Germany,46236,Bottrop,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'30-09-2024': 406}
30091,Heinrich Michael Wansch,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=noxrt,AT,Austria,5134,Schwand im Innkreis,Micro (≤10),3-10,Craft,Handwerk,1,{'30-09-2018': 330}
14695,Heinz Ziegenbein GmbH & Co. KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=5ync9,DE,Germany,73614,Schorndorf,Micro (≤10),3-10,Textile,Textilbranche,1,{'31-01-2021': 298}
14902,Helmut Kähler,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=375rl,DE,Germany,29223,Celle,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-03-2020': 300}
132143,Help2007 Dortmund UG (haftungsbeschränkt),https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=55b6g,DE,Germany,44329,Dortmund,Small (≤50),11-25,Services,Dienstleistung,1,{'02-11-2025': 371}
162456,Henze Boron Nitride Products AG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=4pagw,DE,Germany,87493,Lauben,Mid (≤250),51-100,Industry,Industrie,1,
14732,Herzstück Horgau eG i.G.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=r5ufw,DE,Germany,86497,Horgau,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'31-07-2022': 243}
124805,Hiestermann & Frömchen GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=cxuon,DE,Germany,35390,Gießen,Micro (≤10),3-10,Market Research,Marktforschung,1,{'31-07-2025': 246}
113802,Hitzacker/Dorf eG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=1uhun,DE,Germany,29456,Hitzacker,Micro (≤10),1-2,Real Estate / Facility Management,Immobilien / Facility Management,1,{'31-03-2025': 714}
30149,HNO Praxis Dr. Ioannis Charalampakis,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=6bd6q,DE,Germany,84028,Landshut,Micro (≤10),3-10,Pharma,Medizin / Pharma,1,{'31-07-2023': 269}
14923,Hobbyhimmel,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ketcd,DE,Germany,70469,Stuttgart – Feuerbach,Micro (≤10),3-10,Associations / Societies,Vereine,1,{'30-09-2020': 625}
41070,Hochschule Bremen,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=cho61,DE,Germany,28199,Bremen,Small (≤50),11-25,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1,{'30-11-2016': 448}
112863,Hof am Weiher AG und Öko- Marktgemeinschaft Saar-Pfalz-Hunsrück GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=j7nep,DE,Germany,66871,Albessen,Small (≤50),26-50,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'30-06-2025': 644}
97748,Hofbauernhof Laden GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=c4awo,DE,Germany,72290,Lossburg,Small (≤50),11-25,Trade / Consumption,Handel / Konsum,1,{'31-12-2024': 315}
51046,Hoffnungszeichen | Sign of Hope e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7equi,DE,Germany,78467,Konstanz,Small (≤50),11-25,Services,Dienstleistung,1,{'30-04-2024': 557}
40822,Hofgut Eichigt GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=tkmrl,DE,Germany,08626,Eichigt,Mid (≤250),101-250,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'30-11-2023': 291}
98748,Hofmann & Drews GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=bqftv,DE,Germany,18059,Rostock,Micro (≤10),1-2,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-08-2025': 294}
36877,Holger Stützle IT- & Organisationsberatung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ugt5x,DE,Germany,22043,Hamburg,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-09-2017': 334}
36728,Höller Seminare,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=oimng,AT,Austria,8625,Turnau,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-04-2016': 619}
24898,Holzer Bus GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=3zmxi,IT,Italy,39030,Sexten,Small (≤50),11-25,Transport / Logistics,Verkehr / Transport / Logistik,1,{'21-12-2022': 194}
119258,Holzmanufaktur Rottweil GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=lwj8t,DE,Germany,78628,Rottweil,Mid (≤250),51-100,Craft,Handwerk,1,{'30-06-2025': 375}
36730,homann colormanagement,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=pmew4,DE,Germany,10365,Berlin,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-12-2016': 332}
14992,Horst Haas Prototypen,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=kpoh9,DE,Germany,86932,Pürgen-Lengenfeld,Micro (≤10),3-10,Industry,Industrie,1,{'13-11-2022': 171}
84783,Hotel & Restaurant Menge,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=9ix1j,DE,Germany,59821,Arnsberg,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-12-2024': 305}
40871,Hotel Balance,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=wxugw,CH,Switzerland,1922,Les Granges,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'30-06-2017': 644}
14841,"Hotel Garmischer Hof, Seiwald-von Thurn GmbH",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=t398,DE,Germany,82467,Garmisch-Partenkirchen,Small (≤50),26-50,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'30-03-2021': 603}
56298,Hotel Grafenast GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=l12lb,AT,Austria,6136,Pill,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'24-01-2024': 424}
30317,Hotel Gutshaus Stellshagen,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=w2wy7,DE,Germany,23948,Stellshagen,Mid (≤250),51-100,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'30-05-2019': 692}
143250,Hotel Kothmühle GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=n2goh,AT,Austria,3364,Neuhofen an der Ybbs,Small (≤50),26-50,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-10-2025': 331}
56302,Hotel Leutascherhof – Wandl OHG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=nockn,AT,Austria,6105,Leutasch,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'24-01-2024': 409}
52985,Hotel Melanie GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=q656y,AT,Austria,5071,Wals,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'15-11-2023': 331}
